timestamp,range_uwb,variance,rtk_distance,angle
0.0,10.264171600341797,0.2,9.932739759319322,-1.558314958800184
1.0013580322265625e-5,10.2801513671875,0.2,9.932739759319322,-1.558314958800184
0.01599860191345215,10.193626403808594,0.2,9.932739759319322,-1.558314958800184
0.016011953353881836,10.17721939086914,0.2,9.932739759319322,-1.558314958800184
0.031995534896850586,10.012945175170898,0.2,9.932739759319322,-1.558314958800184
0.032004594802856445,10.126259803771973,0.2,9.932739759319322,-1.558314958800184
0.04799675941467285,10.320686340332031,0.2,9.932739759319322,-1.558314958800184
0.04800724983215332,10.269856452941895,0.2,9.932739759319322,-1.558314958800184
0.0639958381652832,9.845438957214355,0.2,9.932739759319322,-1.558314958800184
0.06400585174560547,9.693432807922363,0.2,9.932739759319322,-1.558314958800184
0.07999491691589355,9.677124977111816,0.2,9.932739759319322,-1.558314958800184
0.08000445365905762,9.80030632019043,0.2,9.932739759319322,-1.558314958800184
0.09599852561950684,9.753735542297363,0.2,9.932739759319322,-1.558314958800184
0.0960092544555664,9.774340629577637,0.2,9.932739759319322,-1.558314958800184
0.11199951171875,9.772363662719727,0.2,9.932739759319322,-1.558314958800184
0.11201262474060059,9.784158706665039,0.2,9.932739759319322,-1.558314958800184
0.12799572944641113,9.803688049316406,0.2,9.932739759319322,-1.558314958800184
0.1280057430267334,9.801368713378906,0.2,9.932739759319322,-1.558314958800184
0.14401841163635254,9.82621955871582,0.2,9.922982705316542,-1.550535552050309
0.1440417766571045,9.799290657043457,0.2,9.922982705316542,-1.550535552050309
0.15999650955200195,9.874410629272461,0.2,9.923178526283815,-1.5505278283929167
0.16000628471374512,9.87222671508789,0.2,9.923178526283815,-1.5505278283929167
0.1759963035583496,9.84500789642334,0.2,9.925200344004756,-1.5488648474625535
0.17600560188293457,9.919089317321777,0.2,9.925200344004756,-1.5488648474625535
0.19199585914611816,9.891761779785156,0.2,9.925096305561521,-1.548034193867676
0.19200515747070312,9.908552169799805,0.2,9.925096305561521,-1.548034193867676
0.20799636840820312,9.91535758972168,0.2,9.925434225716215,-1.548012342392008
0.2080068588256836,9.922205924987793,0.2,9.925434225716215,-1.548012342392008
0.22399497032165527,9.953317642211914,0.2,9.92531826583474,-1.5471651470341587
0.22400450706481934,9.916547775268555,0.2,9.92531826583474,-1.5471651470341587
0.24000096321105957,9.896536827087402,0.2,9.925502853341941,-1.5471512338666153
0.24001407623291016,9.906648635864258,0.2,9.925502853341941,-1.5471512338666153
0.25600504875183105,9.925615310668945,0.2,9.921909722816167,-1.5454700716465894
0.25601935386657715,9.903724670410156,0.2,9.921909722816167,-1.5454700716465894
0.27199673652648926,9.891356468200684,0.2,9.921864991356815,-1.543602151898433
0.2720069885253906,9.885506629943848,0.2,9.921864991356815,-1.543602151898433
0.2879958152770996,9.88891315460205,0.2,9.921864991356815,-1.543602151898433
0.2880055904388428,9.8974027633667,0.2,9.921864991356815,-1.543602151898433
0.30399537086486816,9.911680221557617,0.2,9.921864991356815,-1.543602151898433
0.3040049076080322,9.909823417663574,0.2,9.921864991356815,-1.543602151898433
0.3199954032897949,9.909978866577148,0.2,9.917991130199248,-1.5394322306637573
0.3200044631958008,9.911322593688965,0.2,9.917991130199248,-1.5394322306637573
0.3359978199005127,9.918490409851074,0.2,9.918403751584773,-1.5394003726460137
0.33600735664367676,9.902216911315918,0.2,9.918403751584773,-1.5394003726460137
0.3520033359527588,9.88407039642334,0.2,9.918567845052882,-1.536275821992235
0.35201525688171387,9.89850902557373,0.2,9.918567845052882,-1.536275821992235
0.3679990768432617,9.900690078735352,0.2,9.919219411247921,-1.5362312507885907
0.3680088520050049,9.88943862915039,0.2,9.919219411247921,-1.5362312507885907
0.3840031623840332,9.890802383422852,0.2,9.917698365995893,-1.53128922525219
0.3840155601501465,9.886476516723633,0.2,9.917698365995893,-1.53128922525219
0.40000081062316895,9.9050874710083,0.2,9.917698365995893,-1.53128922525219
0.4000110626220703,9.89020824432373,0.2,9.917698365995893,-1.53128922525219
0.415999174118042,9.897054672241211,0.2,9.918238315005606,-1.5290469169494738
0.41600894927978516,9.875004768371582,0.2,9.918238315005606,-1.5290469169494738
0.4320046901702881,9.899958610534668,0.2,9.918545872944103,-1.5290262406642148
0.4320182800292969,9.892877578735352,0.2,9.918545872944103,-1.5290262406642148
0.4480011463165283,9.909600257873535,0.2,9.91939738946505,-1.527833629246807
0.4480104446411133,9.90554141998291,0.2,9.91939738946505,-1.527833629246807
0.46399855613708496,9.896883010864258,0.2,9.920591102652619,-1.5243265353141509
0.4640083312988281,9.908594131469727,0.2,9.920591102652619,-1.5243265353141509
0.48000359535217285,9.895718574523926,0.2,9.920591102652619,-1.5243265353141509
0.48001575469970703,9.934332847595215,0.2,9.920591102652619,-1.5243265353141509
0.4960024356842041,9.91071891784668,0.2,9.92141289449738,-1.5220448815529175
0.49601221084594727,9.879388809204102,0.2,9.92141289449738,-1.5220448815529175
0.5120010375976562,9.909168243408203,0.2,9.918536799929722,-1.5209711342220003
0.5120120048522949,9.901741981506348,0.2,9.918536799929722,-1.5209711342220003
0.5280032157897949,9.929038047790527,0.2,9.919828951984705,-1.517341872071588
0.528012752532959,9.887560844421387,0.2,9.919828951984705,-1.517341872071588
0.5440053939819336,9.923958778381348,0.2,9.920907524814224,-1.5149113936086689
0.5440194606781006,9.883624076843262,0.2,9.920907524814224,-1.5149113936086689
0.5599987506866455,9.907086372375488,0.2,9.921488873108675,-1.5148731426676865
0.5600085258483887,9.892984390258789,0.2,9.921488873108675,-1.5148731426676865
