timestamp,range_uwb,variance,rtk_distance
0.0,64.80973815917969,0.2,65.01069340541453
2.9802322387695312e-5,64.83704376220703,0.2,65.01069340541453
6.699562072753906e-5,64.79127502441406,0.2,65.01069340541453
0.06979870796203613,64.83084869384766,0.2,65.01069340541453
0.06982207298278809,64.78614044189453,0.2,65.01069340541453
0.06984853744506836,64.8010025024414,0.2,65.01069340541453
0.14239001274108887,64.80520629882812,0.2,65.0144567013295
0.14240670204162598,64.88687133789062,0.2,65.0144567013295
0.14240765571594238,64.87931823730469,0.2,65.0144567013295
0.14242887496948242,64.87530517578125,0.2,65.0144567013295
0.19278907775878906,64.8240737915039,0.2,65.0179172158225
0.3523895740509033,64.82781219482422,0.2,65.02469806632645
0.35240721702575684,64.84654235839844,0.2,65.02469806632645
0.3524296283721924,64.898193359375,0.2,65.02469806632645
0.4251899719238281,64.84931182861328,0.2,65.02676367225165
0.42520904541015625,64.86852264404297,0.2,65.02676367225165
0.42523193359375,64.88369750976562,0.2,65.02676367225165
0.4977900981903076,64.82791900634766,0.2,65.0290751960131
0.4978055953979492,64.91671752929688,0.2,65.0290751960131
0.4978065490722656,64.91122436523438,0.2,65.0290751960131
0.49782896041870117,64.80119323730469,0.2,65.0290751960131
0.530797004699707,64.80538177490234,0.2,65.03018415834237
0.5308132171630859,64.8200454711914,0.2,65.03018415834237
0.6587836742401123,64.79972076416016,0.2,65.04229353377718
0.6747832298278809,64.8268051147461,0.2,65.04229353377718
0.674790620803833,64.841796875,0.2,65.04229353377718
0.7707927227020264,64.89904022216797,0.2,65.07570584762998
0.9787905216217041,65.03457641601562,0.2,65.1445518018644
0.9947893619537354,65.04144287109375,0.2,65.15143188744703
1.090789794921875,65.08319854736328,0.2,65.21403375514129
1.0908010005950928,65.12428283691406,0.2,65.21403375514129
1.1427948474884033,65.08657836914062,0.2,65.27928359373958
1.1428170204162598,65.10955047607422,0.2,65.27928359373958
1.1428418159484863,65.15493774414062,0.2,65.27928359373958
1.2387795448303223,65.23762512207031,0.2,65.34620276110584
1.2387890815734863,65.24610900878906,0.2,65.34620276110584
1.2818019390106201,65.1865463256836,0.2,65.37001450320815
1.2818167209625244,65.28779602050781,0.2,65.37001450320815
1.3778021335601807,65.42453002929688,0.2,65.50728660101677
1.3778085708618164,65.45530700683594,0.2,65.50728660101677
1.3938014507293701,65.41563415527344,0.2,65.50728660101677
1.3938078880310059,65.43641662597656,0.2,65.50728660101677
1.4898114204406738,65.58900451660156,0.2,65.63675088201023
1.4898221492767334,65.56961059570312,0.2,65.63675088201023
1.5058047771453857,65.58911895751953,0.2,65.67993263924555
1.6018092632293701,65.73758697509766,0.2,65.76619622554858
1.6018211841583252,65.74359130859375,0.2,65.76619622554858
1.713801622390747,66.00691986083984,0.2,66.00258533923461
1.7138087749481201,65.9879150390625,0.2,66.00258533923461
1.835660696029663,66.22148895263672,0.2,66.19853039429806
1.835677146911621,66.27362823486328,0.2,66.19853039429806
2.075857400894165,66.84154510498047,0.2,66.7409402751453
2.075864315032959,66.83523559570312,0.2,66.76848116423203
2.1876590251922607,67.18132781982422,0.2,67.06064488349433
2.587657928466797,68.56391143798828,0.2,68.42271394261142
2.587664842605591,68.56123352050781,0.2,68.42428368199735
2.630664587020874,68.59024810791016,0.2,68.44470697261872
2.630681037902832,68.616943359375,0.2,68.44470697261872
2.726659059524536,69.01689910888672,0.2,68.77879006735803
2.74265718460083,68.99480438232422,0.2,68.88511345068406
2.742666006088257,69.0873794555664,0.2,68.88511345068406
2.911323308944702,69.50875091552734,0.2,69.36563673737605
2.911343574523926,69.67535400390625,0.2,69.36563673737605
2.911344528198242,69.68492126464844,0.2,69.36563673737605
2.911365509033203,69.80621337890625,0.2,69.36563673737605
2.9839234352111816,69.8165054321289,0.2,69.7679042641264
2.983938694000244,69.9354248046875,0.2,69.7679042641264
2.9839396476745605,69.96074676513672,0.2,69.7679042641264
2.9839632511138916,70.080078125,0.2,69.7679042641264
3.0539236068725586,70.11372375488281,0.2,69.98495128259752
3.0539448261260986,70.22369384765625,0.2,69.98495128259752
3.0539660453796387,70.33392333984375,0.2,69.98495128259752
3.12652325630188,70.31564331054688,0.2,70.2821711622328
3.1265387535095215,70.48951721191406,0.2,70.2821711622328
3.1265623569488525,70.60653686523438,0.2,70.2821711622328
3.1991238594055176,70.5961685180664,0.2,70.4874646740034
3.199155807495117,70.73443603515625,0.2,70.4874646740034
3.1991567611694336,70.78651428222656,0.2,70.4874646740034
3.1991782188415527,70.8731460571289,0.2,70.4874646740034
3.2731235027313232,70.89334106445312,0.2,70.67569069697137
3.2731411457061768,71.0027847290039,0.2,70.67569069697137
3.273170232772827,71.1436767578125,0.2,70.67569069697137
3.345729112625122,71.1607666015625,0.2,71.07461405756261
3.3457465171813965,71.23116302490234,0.2,71.07461405756261
3.3457677364349365,71.34241485595703,0.2,71.07461405756261
3.4183261394500732,71.32501983642578,0.2,71.26380641063422
3.4183425903320312,71.51917266845703,0.2,71.26380641063422
3.418365240097046,71.54344177246094,0.2,71.26380641063422
3.491081953048706,71.61609649658203,0.2,71.49489397794632
3.4911017417907715,71.74024200439453,0.2,71.49489397794632
3.4911229610443115,71.81298065185547,0.2,71.49489397794632
3.563524007797241,71.81336212158203,0.2,71.74339248819585
3.563546657562256,71.92920684814453,0.2,71.74339248819585
3.563565969467163,72.01361083984375,0.2,71.74339248819585
3.6309194564819336,72.06026458740234,0.2,71.92495024202255
3.6309404373168945,72.13483428955078,0.2,71.92495024202255
3.63094162940979,72.14607238769531,0.2,71.92495024202255
